lumpy,x,y,cld,dtr,frs,pet,pre,tmn
1,22.279647,42.32407,80.4,6.6,25.78,0.7,28.2,-4.5
0,82.75,56.25,57.6,7.6,31.0,0.0,6.9,-26.6
0,22.75,54.75,90.4,4.6,25.88,0.2,40.0,-4.6
0,98.25,33.75,42.4,15.7,31.0,0.9,1.4,-22.5
0,84.25,25.75,17.3,13.7,0.01,2.2,4.1,9.8
0,17.75,-17.75,67.5,13.2,0.0,4.1,139.0,19.2
0,68.25,70.25,91.4,6.2,31.0,0.0,9.6,-25.6
0,94.25,65.25,76.2,6.6,31.0,0.1,21.5,-35.1
1,22.38332,42.45146,80.4,6.6,25.78,0.7,28.2,-4.5
0,63.75,59.25,65.6,7.2,31.0,0.1,16.1,-21.0
0,70.75,66.75,90.1,5.5,31.0,0.0,23.7,-24.1
1,19.711566,40.95833,71.9,8.4,8.31,1.1,112.3,3.7
0,31.25,39.75,73.4,7.2,23.68,0.7,42.4,-2.6
0,118.75,51.75,29.2,12.8,31.0,0.1,1.6,-36.9
0,12.25,-14.75,71.3,7.9,0.0,3.4,21.0,18.8
1,19.92765,40.3604,73.3,8.3,12.07,1.0,141.6,2.2
1,23.763333,41.718333,80.8,6.4,25.99,0.9,33.9,-4.7
0,113.25,51.75,31.7,13.2,31.0,0.1,0.7,-33.2
0,48.25,40.25,68.7,8.0,14.19,0.8,21.8,1.4
0,80.25,41.25,44.8,12.9,31.0,0.5,0.9,-16.2
0,77.25,8.25,49.1,9.0,0.0,3.9,20.3,22.4
0,63.25,46.25,55.9,9.2,31.0,0.3,5.2,-17.2
0,112.25,63.25,80.6,8.3,31.0,0.1,9.5,-35.0
0,73.25,43.75,53.3,10.2,30.38,0.4,7.9,-10.8
0,80.25,57.75,59.9,7.6,31.0,0.0,8.5,-26.8
0,76.75,31.75,54.3,10.4,13.12,1.2,9.7,1.8
0,75.25,55.75,49.0,8.2,31.0,0.0,5.4,-26.1
0,131.75,52.75,42.3,11.8,31.0,0.0,3.6,-34.5
0,66.75,44.75,56.8,9.3,30.93,0.4,10.8,-12.9
1,49.214036,53.878185,71.3,6.0,31.0,0.1,44.7,-15.0
0,76.25,52.75,41.3,9.1,31.0,0.1,6.4,-26.5
0,52.75,67.25,78.6,7.7,31.0,0.0,31.5,-20.8
0,94.75,38.75,35.3,16.2,31.0,1.0,0.6,-22.3
0,105.75,63.75,73.6,8.5,31.0,0.0,10.0,-35.9
1,35.38291,32.81113,57.2,8.1,0.15,1.7,114.1,9.2
0,110.25,29.25,78.3,5.0,21.77,1.2,22.7,-1.5
0,106.25,74.25,54.3,6.2,31.0,0.0,22.4,-35.0
0,165.25,67.75,69.6,9.0,31.0,0.0,7.9,-32.3
0,85.75,31.25,40.3,15.5,31.0,1.1,8.1,-19.4
0,65.25,54.25,37.4,8.5,31.0,0.0,4.2,-24.2
1,22.11262,42.397676,80.4,6.6,25.78,0.7,28.2,-4.5
1,20.399402,41.096563,79.1,7.1,24.03,0.8,80.6,-2.9
0,37.75,59.75,91.6,6.6,31.0,0.0,54.0,-14.4
0,104.25,68.25,62.9,7.7,31.0,0.0,12.1,-34.7
1,36.545324,37.916289,70.3,7.6,25.25,0.7,114.1,-4.0
1,35.923,37.871,67.6,7.4,20.52,0.9,113.3,-1.0
0,18.75,-11.75,83.8,11.0,0.0,3.1,220.0,16.4
0,164.75,68.25,69.4,8.9,31.0,0.0,6.4,-32.6
0,96.75,69.25,64.0,7.7,31.0,0.0,14.8,-38.0
0,114.75,55.25,54.0,11.7,31.0,0.1,0.4,-38.3
0,54.75,32.75,48.3,13.2,21.52,1.5,9.7,-1.4
0,127.25,70.25,60.5,5.9,31.0,0.0,22.5,-43.5
0,152.75,62.75,77.8,8.0,31.0,0.0,29.7,-37.1
1,118.32197,24.46647,72.4,5.8,1.91,1.8,10.0,7.1
0,35.75,29.75,31.4,12.2,7.38,2.5,6.3,4.1
0,56.75,45.25,65.6,9.7,30.99,0.4,10.4,-13.6
0,60.75,60.75,69.0,9.0,31.0,0.0,26.0,-22.3
0,86.75,52.25,56.6,10.4,31.0,0.0,4.3,-29.8
0,103.25,67.25,65.6,8.0,31.0,0.0,10.8,-36.1
0,94.75,57.75,68.3,7.8,31.0,0.0,10.1,-28.9
0,71.25,49.25,36.4,9.8,31.0,0.1,6.3,-24.3
0,40.25,27.75,36.5,12.5,2.6,3.3,3.8,6.6
1,43.00058,36.00362,54.5,10.3,10.02,1.0,48.1,3.0
0,19.25,-27.75,30.3,16.2,0.0,7.4,53.2,19.6
0,86.25,61.75,78.0,7.7,31.0,0.0,21.1,-27.8
1,106.188889,24.68,84.6,4.5,6.71,1.4,18.1,4.4
0,103.25,29.75,62.9,4.8,14.72,1.0,29.6,1.2
0,46.75,52.75,74.6,6.1,31.0,0.2,55.8,-14.0
0,83.75,24.25,21.9,14.9,0.19,2.3,0.6,9.1
0,116.75,52.75,33.5,12.6,31.0,0.1,0.6,-36.0
0,107.75,27.25,86.9,3.5,20.27,1.0,24.1,-0.9
0,87.75,61.75,77.7,7.9,31.0,0.0,22.2,-28.8
0,43.25,35.25,49.3,10.7,5.64,1.3,48.7,4.9
0,132.75,47.25,39.4,8.4,31.0,0.1,6.5,-24.7
0,124.25,62.25,63.2,6.0,31.0,0.0,12.1,-36.1
0,80.75,63.75,90.3,6.9,31.0,0.0,21.0,-25.7
0,98.75,41.25,30.8,12.1,31.0,0.3,0.5,-19.5
0,110.25,31.75,66.8,7.6,25.25,1.4,5.2,-4.0
0,23.25,-12.25,83.8,11.4,0.0,3.0,231.0,15.4
0,103.75,57.75,69.3,10.4,31.0,0.0,9.5,-36.3
0,100.25,25.25,32.5,11.8,9.77,2.0,34.0,3.1
0,41.25,30.75,35.6,12.3,4.84,2.5,4.7,5.3
0,97.25,41.25,30.2,12.3,31.0,0.7,0.7,-20.5
1,22.818812,41.950006,80.1,6.5,25.68,0.7,27.1,-4.4
1,35.386941,32.83736,57.2,8.1,0.15,1.7,114.1,9.2
0,136.25,59.75,57.1,6.6,31.0,0.0,6.2,-37.3
1,23.83967,41.68827,80.8,6.4,25.99,0.9,33.9,-4.7
0,151.75,68.75,85.9,8.4,31.0,0.1,17.6,-37.2
0,51.75,60.25,72.4,6.4,31.0,0.0,50.7,-17.2
0,44.75,56.75,76.1,5.6,30.99,0.1,47.3,-13.7
0,74.25,28.75,39.0,16.0,5.03,2.0,0.3,5.2
0,134.25,55.75,52.8,9.5,31.0,0.0,8.5,-36.5
0,115.25,32.75,59.3,8.7,25.99,1.4,4.1,-4.7
0,18.25,-20.75,61.3,13.7,0.0,4.5,95.0,18.3
0,14.25,-13.25,78.8,9.8,0.0,3.3,104.0,16.9
1,20.018167,42.947586,78.7,5.8,27.59,0.9,65.2,-6.4
0,74.25,55.75,48.7,8.4,31.0,0.1,4.9,-26.1
0,110.25,38.75,28.7,12.0,31.0,0.8,1.6,-17.5
0,15.75,-10.25,85.0,10.8,0.0,2.9,86.3,15.0
0,167.75,64.25,65.5,9.4,31.0,0.0,22.4,-28.7
0,75.75,50.25,32.9,9.9,31.0,0.2,5.7,-26.6
0,95.25,23.25,23.5,11.8,0.0,2.4,12.2,12.9
0,86.25,71.25,74.8,7.3,31.0,0.0,35.7,-28.1
0,92.75,35.25,38.5,13.9,31.0,0.8,0.6,-24.4
0,90.25,24.75,44.0,13.1,0.0,2.1,5.7,11.9
1,19.62631,40.35514,73.3,8.3,12.07,1.0,141.6,2.2
0,108.75,65.75,73.3,8.6,31.0,0.0,10.0,-37.1
0,122.75,49.25,30.9,13.7,31.0,0.3,1.8,-32.4
0,105.25,35.25,54.4,6.7,30.38,0.8,3.5,-10.8
0,131.75,67.75,56.0,6.4,31.0,0.0,7.1,-46.9
1,22.362413,42.559802,83.9,6.2,26.19,0.7,28.7,-4.9
0,40.75,34.25,44.7,11.6,9.52,1.7,17.3,3.2
0,66.75,63.25,76.7,6.2,31.0,0.1,20.5,-22.6
1,46.2827,43.0574,80.5,5.9,25.15,0.4,23.1,-3.9
0,48.25,61.75,77.1,7.0,31.0,0.0,41.2,-17.6
0,77.75,67.75,90.0,6.6,31.0,0.0,30.9,-25.1
0,120.75,66.25,63.0,6.5,31.0,0.0,14.6,-36.6
0,55.25,46.75,67.1,9.0,31.0,0.4,11.5,-14.3
1,19.583587,42.960077,78.7,5.8,27.59,0.9,65.2,-6.4
0,134.25,65.25,57.3,6.9,31.0,0.0,1.8,-48.6
0,128.25,68.25,60.7,7.1,31.0,0.0,10.0,-49.2
0,160.75,65.25,73.6,8.5,31.0,0.1,11.7,-31.6
0,41.25,32.25,37.1,12.2,8.55,1.8,11.2,3.6
0,114.75,32.75,55.9,8.7,25.99,1.4,2.4,-4.7
0,109.75,37.25,36.3,12.1,31.0,0.9,2.1,-15.5
0,82.25,45.75,39.0,11.5,31.0,0.1,15.4,-24.6
0,25.75,41.25,72.7,6.9,22.25,0.8,45.2,-1.7
0,134.25,70.75,52.1,6.2,31.0,0.0,13.5,-46.5
0,106.75,29.75,82.8,3.6,9.28,0.9,21.5,3.3
0,138.25,58.25,52.9,6.6,31.0,0.1,8.9,-30.0
1,22.163044,41.981504,81.1,6.7,23.8,0.6,25.3,-2.7
1,22.137147,42.186597,80.4,6.6,25.78,0.7,28.2,-4.5
0,32.75,64.25,89.8,7.2,31.0,0.0,54.8,-15.5
0,82.25,61.75,80.0,6.8,31.0,0.0,18.8,-25.9
0,87.75,29.75,36.7,17.9,31.0,1.1,3.6,-21.9
0,132.75,54.75,50.6,10.0,31.0,0.0,7.3,-35.2
0,111.25,53.75,32.7,12.2,31.0,0.1,1.5,-38.7
0,157.75,65.75,78.9,8.6,31.0,0.1,14.7,-35.2
0,46.25,17.75,43.8,10.4,0.0,3.3,5.0,14.3
0,69.25,68.75,94.4,5.8,31.0,0.0,14.9,-24.6
0,154.75,66.25,84.5,8.7,31.0,0.0,17.8,-38.3
0,45.25,23.75,42.9,12.0,0.0,3.4,9.0,10.4
1,45.551,44.142,80.7,5.9,25.25,0.4,16.0,-4.0
0,57.75,59.75,75.4,7.0,31.0,0.0,47.5,-19.5
0,120.25,61.25,70.8,6.5,31.0,0.0,15.4,-33.4
0,110.25,41.25,21.8,11.8,31.0,0.7,0.5,-22.4
0,37.25,31.25,39.9,11.2,4.09,2.1,7.6,5.7
0,111.75,34.75,48.0,10.4,29.11,1.3,0.9,-8.4
0,98.25,19.75,33.5,13.2,0.0,2.4,12.3,11.6
0,41.75,32.75,38.4,12.1,6.71,1.9,16.5,4.4
0,93.25,32.75,37.3,15.6,31.0,0.9,1.3,-24.4
0,46.25,55.75,72.9,5.7,31.0,0.1,52.0,-14.3
0,104.25,59.75,72.2,9.9,31.0,0.0,8.2,-37.3
0,119.75,27.25,75.2,4.8,13.39,1.4,24.2,1.7
0,94.75,69.75,66.6,7.5,31.0,0.1,16.2,-35.6
0,104.25,73.75,51.5,6.3,31.0,0.0,31.8,-33.1
0,142.75,50.25,56.1,6.8,31.0,0.1,44.2,-18.5
1,20.035455,41.056754,79.1,7.1,24.03,0.8,80.6,-2.9
0,53.25,21.25,38.4,8.6,0.0,3.6,0.0,16.8
0,69.75,70.25,89.9,6.2,31.0,0.0,11.0,-25.7
0,95.25,43.25,27.5,11.8,31.0,0.2,1.4,-20.7
0,151.25,71.25,78.4,8.3,31.0,0.1,20.8,-37.1
0,76.75,18.25,15.1,14.4,0.0,3.9,0.5,15.3
0,30.75,23.75,25.3,15.8,1.21,3.7,0.0,7.7
0,62.25,47.25,58.9,9.0,31.0,0.2,6.2,-19.2
0,78.75,51.75,48.4,9.4,31.0,0.1,6.1,-25.9
0,90.25,50.25,40.8,13.6,31.0,0.1,10.0,-42.7
0,84.25,69.25,81.4,7.0,31.0,0.0,39.9,-27.0
1,23.266389,42.848333,88.0,6.3,25.99,0.6,27.4,-4.7
0,-9.25,9.75,52.9,17.7,0.0,4.1,1.6,15.9
0,52.75,49.25,58.4,8.4,31.0,0.3,12.9,-15.3
0,118.25,34.75,44.3,9.8,28.48,1.4,0.2,-7.5
1,22.332741,41.785419,81.1,6.7,23.8,0.6,25.3,-2.7
0,67.75,47.75,44.6,9.1,31.0,0.2,5.5,-21.3
0,30.75,61.25,83.2,6.3,30.8,0.0,63.4,-12.2
0,49.25,35.25,59.0,11.1,29.61,0.8,44.5,-9.2
0,31.75,62.75,88.7,6.5,30.99,0.0,58.9,-13.7
0,116.25,65.75,79.1,7.9,31.0,0.0,12.2,-36.6
1,36.026645,37.333899,65.9,6.8,5.85,1.1,140.5,4.8
0,91.75,73.25,67.3,7.2,31.0,0.0,20.4,-31.1
0,38.25,62.25,91.7,6.9,31.0,0.0,54.8,-15.7
1,35.254717,38.893271,67.6,9.0,25.88,0.8,51.5,-4.6
0,61.75,64.75,70.3,7.7,31.0,0.0,22.7,-23.8
0,89.25,57.25,65.0,8.5,31.0,0.0,10.3,-27.6
0,19.75,-18.25,66.3,12.2,0.0,4.0,146.8,19.1
0,87.75,42.25,32.3,11.0,31.0,0.6,1.0,-20.0
0,130.75,57.75,65.5,8.2,31.0,0.0,11.6,-38.8
0,107.75,55.75,62.9,9.5,31.0,0.0,6.1,-36.7
0,90.25,34.75,39.3,14.2,31.0,0.8,0.6,-24.6
1,23.1072,41.1833,77.6,6.7,22.01,0.7,29.3,-1.6
0,100.25,58.75,69.3,9.6,31.0,0.0,9.7,-34.6
0,66.75,63.75,79.4,6.0,31.0,0.1,21.5,-22.8
1,22.162513,42.406234,80.4,6.6,25.78,0.7,28.2,-4.5
0,86.25,45.25,41.0,7.8,31.0,0.0,9.7,-21.4
0,120.25,33.75,47.0,8.6,27.32,1.3,3.0,-6.1
0,25.75,26.25,19.8,15.2,4.27,2.7,0.0,5.6
1,35.386941,32.83736,57.2,8.1,0.15,1.7,114.1,9.2
0,120.75,42.25,25.0,10.1,31.0,0.8,0.0,-19.0
0,68.25,45.25,56.1,9.6,31.0,0.3,10.0,-14.6
0,51.75,48.75,63.4,8.1,31.0,0.3,12.5,-14.5
0,121.25,59.25,76.0,7.2,31.0,0.0,12.3,-32.0
1,20.126184,41.493603,79.1,7.1,24.03,0.8,80.6,-2.9
0,147.25,67.75,73.2,7.6,31.0,0.0,14.3,-37.9
0,122.75,66.25,62.3,5.9,31.0,0.0,16.0,-36.3
0,49.75,59.75,73.0,6.4,31.0,0.0,50.3,-17.0
0,159.75,69.25,75.1,8.9,31.0,0.0,9.1,-35.0
0,45.75,27.25,39.3,11.4,0.33,3.2,11.0,8.8
0,125.75,44.25,25.9,10.2,31.0,0.2,2.1,-24.1
0,20.75,-8.75,85.0,12.2,0.0,2.8,202.6,16.2
0,157.75,65.25,78.8,8.6,31.0,0.1,14.3,-35.1
0,34.25,38.75,70.8,7.3,23.45,0.9,60.2,-2.4
0,71.75,59.25,54.8,7.7,31.0,0.0,13.4,-26.0
1,19.291041,42.872456,76.3,6.0,26.09,0.9,73.1,-4.8
0,40.25,44.25,74.8,7.3,25.25,0.7,95.9,-4.0
0,80.25,18.25,16.1,13.0,0.0,3.6,0.8,16.6
0,63.25,58.25,64.1,7.5,31.0,0.0,12.9,-21.0
0,147.25,66.75,75.7,7.4,31.0,0.0,13.5,-37.8
0,113.25,73.25,67.7,5.8,31.0,0.0,26.5,-38.0
1,19.885677,42.667754,78.7,5.8,27.59,0.9,65.2,-6.4
0,90.25,63.75,82.6,6.8,31.0,0.0,22.6,-31.3
0,60.25,68.25,73.1,7.9,31.0,0.0,20.5,-23.9
0,61.25,55.25,54.6,8.0,31.0,0.1,6.9,-20.6
0,36.75,67.25,89.0,7.0,31.0,0.0,48.8,-16.8
0,36.75,34.75,66.8,8.1,8.08,1.3,69.5,3.8
0,17.25,-8.25,82.5,13.0,0.0,3.0,136.1,17.4
1,23.424173,41.058347,77.6,6.7,22.01,0.7,29.3,-1.6
0,55.25,41.75,65.3,8.6,27.32,0.8,7.4,-6.1
0,44.25,21.75,44.4,11.8,0.0,3.7,7.0,12.7
0,170.25,67.25,67.6,10.2,31.0,0.1,13.0,-34.0
0,143.25,71.25,59.6,7.3,31.0,0.0,14.2,-41.9
0,130.75,49.75,39.3,11.4,31.0,0.0,3.9,-31.8
1,20.409497,41.526126,81.0,6.6,24.49,0.8,79.1,-3.3
0,117.75,45.75,30.4,10.0,31.0,0.3,0.9,-30.0
0,33.25,45.25,75.1,6.1,23.91,0.4,45.2,-2.8
1,43.093163,36.19204,54.5,10.3,10.02,1.0,48.1,3.0
0,97.75,27.25,30.8,12.3,2.75,1.7,29.6,6.5
0,80.25,29.75,44.8,11.4,13.92,1.6,15.5,1.5
1,22.9903,41.2383,77.1,6.9,22.97,0.6,27.7,-2.0
0,102.75,24.25,54.8,9.7,10.02,1.8,25.2,3.0
1,118.412714,24.444261,72.4,5.8,1.91,1.8,10.0,7.1
0,117.75,33.75,46.6,9.2,27.14,1.4,2.1,-5.9
0,105.25,52.75,60.7,8.7,31.0,0.1,8.6,-31.5
0,63.75,61.25,65.9,7.4,31.0,0.0,21.0,-21.8
1,19.72672,42.16849,78.0,5.9,26.58,0.9,78.4,-5.3
0,96.25,69.75,63.5,7.3,31.0,0.0,19.4,-35.7
0,40.25,20.75,49.1,10.9,0.0,3.7,14.5,14.2
0,46.75,33.75,54.9,11.0,25.99,1.1,59.7,-4.7
0,145.75,68.25,66.9,7.5,31.0,0.0,14.5,-39.1
0,72.25,48.25,33.9,10.2,31.0,0.2,6.8,-23.9
0,101.25,28.25,38.7,16.1,26.96,2.0,3.8,-5.7
0,102.75,31.25,51.4,15.1,31.0,1.4,3.1,-13.9
0,47.25,51.25,73.7,6.7,30.91,0.2,46.2,-12.8
0,118.75,41.25,21.3,12.0,31.0,1.0,0.0,-21.7
0,44.25,46.25,79.8,5.7,28.01,0.2,15.9,-6.9
0,158.75,62.25,75.9,8.5,31.0,0.0,17.7,-30.8
0,109.75,19.75,78.6,5.7,0.0,1.7,15.1,11.5
0,45.75,46.25,80.7,6.1,28.09,0.2,12.4,-7.0
0,111.25,71.25,67.7,6.4,31.0,0.0,23.2,-36.2
0,118.75,26.75,75.4,6.0,15.52,1.5,21.3,0.9
0,82.25,20.25,19.2,14.7,0.0,3.0,0.3,11.6
0,90.25,63.25,80.2,7.1,31.0,0.0,23.0,-31.4
0,65.75,46.25,55.7,8.8,31.0,0.3,6.8,-16.3
0,80.75,25.25,24.7,15.3,0.74,2.4,0.9,8.2
0,60.75,36.25,54.7,11.3,20.27,1.3,13.9,-0.9
0,90.75,57.25,69.3,8.6,31.0,0.0,8.4,-27.7
0,114.75,52.75,34.7,13.0,31.0,0.1,0.3,-35.3
0,172.25,64.25,62.8,9.5,31.0,0.0,28.4,-26.6
0,159.75,68.25,76.0,8.7,31.0,0.0,9.6,-34.0
0,81.75,62.25,82.7,6.7,31.0,0.0,19.3,-26.2
0,98.25,36.75,34.3,13.0,31.0,1.0,0.9,-20.3
0,157.25,54.25,65.0,6.1,31.0,0.3,31.0,-18.6
0,91.25,33.75,37.6,14.5,31.0,0.8,1.0,-25.2
0,69.25,45.75,51.9,9.8,31.0,0.2,10.2,-16.1
0,110.75,67.25,75.8,7.8,31.0,0.0,12.9,-35.9
0,101.25,63.75,73.4,7.2,31.0,0.0,13.8,-38.2
0,114.75,44.25,27.7,10.7,31.0,0.3,2.0,-28.8
0,65.25,45.25,55.1,9.1,31.0,0.4,8.1,-14.6
0,111.75,29.25,74.7,5.3,20.01,1.1,27.6,-0.8
0,33.75,30.75,41.5,11.1,0.52,2.2,9.3,8.5
1,22.0903,42.271791,80.4,6.6,25.78,0.7,28.2,-4.5
0,83.25,59.75,69.4,7.1,31.0,0.0,13.7,-26.0
0,99.25,41.75,28.4,12.3,31.0,0.2,0.4,-20.9
0,95.25,37.75,37.6,15.4,31.0,0.8,0.7,-20.5
0,13.75,-12.25,76.3,8.1,0.0,3.4,34.8,20.3
0,80.75,32.25,52.1,15.4,31.0,0.9,3.4,-23.7
0,45.75,59.75,80.3,6.4,31.0,0.0,46.5,-16.6
0,42.25,23.25,43.5,12.6,0.0,4.0,8.3,10.9
1,43.6348,48.652,80.0,5.7,29.72,0.2,24.0,-9.4
0,148.25,75.25,64.1,7.5,31.0,0.0,9.6,-40.5
0,125.25,45.75,23.5,10.8,31.0,0.2,1.0,-26.0
0,89.75,47.75,28.1,14.0,31.0,0.2,4.1,-39.4
0,49.75,49.75,78.1,7.8,31.0,0.3,19.5,-13.8
0,108.25,59.25,75.3,9.2,31.0,0.0,9.6,-36.4
1,47.4137,40.4768,68.2,7.5,13.92,0.8,23.2,1.5
0,105.25,30.25,78.7,3.9,10.02,0.9,24.3,3.0
0,139.25,69.75,53.9,7.0,31.0,0.0,8.6,-47.0
0,77.25,53.75,46.7,8.8,31.0,0.1,6.3,-26.8
0,84.25,40.25,41.9,13.2,31.0,0.4,0.0,-15.4
0,90.25,65.75,84.8,6.1,31.0,0.0,28.5,-30.8
0,107.25,36.25,49.3,8.6,30.68,0.9,2.3,-11.7
0,74.25,48.75,29.4,10.1,31.0,0.3,5.7,-25.8
0,38.25,67.75,92.6,7.0,31.0,0.0,49.7,-18.0
0,128.75,64.25,73.2,6.6,31.0,0.0,5.7,-44.9
0,99.25,52.75,38.8,12.3,31.0,0.1,7.8,-39.0
0,39.25,37.25,62.9,8.9,12.86,1.1,58.0,1.9
1,50.0468,26.5714,44.4,8.3,0.0,3.4,55.7,12.9
0,29.75,57.75,92.1,5.5,29.55,0.0,71.9,-9.1
0,137.75,67.25,52.8,6.9,31.0,0.0,2.9,-47.0
0,119.25,27.75,73.1,5.2,21.52,1.6,29.4,-1.4
0,71.75,46.75,30.2,10.2,31.0,0.2,8.2,-19.9
0,76.75,47.25,30.1,10.5,31.0,0.2,7.1,-22.8
0,96.75,37.25,38.2,13.9,31.0,0.9,0.7,-21.1
0,81.25,62.25,82.6,6.7,31.0,0.0,18.5,-26.1
0,120.25,56.75,63.9,11.5,31.0,0.0,2.5,-38.8
0,94.75,52.75,49.3,11.4,31.0,0.1,12.6,-38.7
0,151.75,69.25,84.9,8.5,31.0,0.1,18.1,-37.3
0,81.25,25.75,25.9,14.8,0.52,2.3,0.6,8.5
0,98.25,20.25,32.7,13.1,0.0,2.4,13.3,11.0
0,138.75,63.75,56.6,7.8,31.0,0.0,1.2,-48.8
0,26.75,22.75,18.7,16.8,4.84,3.3,0.9,5.3
0,36.75,30.75,37.8,11.3,6.93,2.1,20.4,4.3
1,20.32399,43.09293,81.1,5.8,26.19,0.7,46.1,-4.9
0,85.25,38.25,40.8,14.8,31.0,0.5,0.4,-17.3
1,22.098591,43.885852,86.0,5.4,24.71,0.6,32.2,-3.5
0,93.75,55.75,67.5,8.9,31.0,0.1,7.3,-27.8
0,50.75,50.75,64.8,8.2,31.0,0.2,22.2,-15.3
0,70.25,46.25,40.3,10.2,31.0,0.2,7.8,-18.2
0,64.25,64.25,76.6,7.0,31.0,0.0,21.7,-23.7
0,76.75,19.75,13.8,15.7,0.0,3.5,0.2,13.9
0,44.25,62.75,85.2,7.1,31.0,0.0,45.3,-17.8
0,47.75,30.25,39.7,11.3,0.83,2.1,25.6,8.1
1,20.055006,41.621262,81.0,6.6,24.49,0.8,79.1,-3.3
0,53.75,60.75,73.3,6.6,31.0,0.0,51.9,-18.0
0,167.75,62.75,64.3,8.4,31.0,0.0,30.6,-23.6
0,79.75,16.75,17.8,11.7,0.0,3.8,0.4,18.4
0,165.75,62.75,63.1,8.1,31.0,0.1,23.9,-24.5
0,135.75,61.75,59.9,6.5,31.0,0.0,4.1,-41.7
1,21.3811,40.8797,72.7,7.1,26.09,0.6,52.1,-4.8
0,87.25,30.75,36.4,15.4,31.0,1.2,3.5,-18.8
0,96.25,72.75,60.6,6.8,31.0,0.0,27.1,-31.7
0,33.75,62.25,92.2,6.1,30.98,0.0,55.9,-13.5
1,22.426979,42.220383,80.4,6.6,25.78,0.7,28.2,-4.5
0,28.75,57.25,92.4,5.3,29.05,0.0,66.4,-8.3
1,20.730335,40.418043,71.1,7.3,25.15,0.7,89.5,-3.9
0,138.25,75.25,55.0,6.4,31.0,0.0,11.0,-46.6
0,105.75,9.75,61.1,7.4,0.0,3.6,56.0,23.0
0,88.75,67.25,86.9,6.1,31.0,0.1,30.6,-30.0
0,75.25,44.25,41.4,10.0,30.9,0.3,8.5,-12.7
0,70.75,59.25,55.7,7.5,31.0,0.0,11.3,-25.2
1,44.68512,33.184132,44.0,11.4,4.64,1.6,30.3,5.4
0,172.25,69.75,71.5,9.5,31.0,0.0,15.7,-32.7
0,46.25,56.75,73.0,5.6,31.0,0.0,49.7,-14.4
0,103.25,76.75,53.6,7.0,31.0,0.0,13.7,-36.3
0,34.75,68.75,88.6,6.9,31.0,0.0,48.1,-15.9
0,135.75,60.75,59.5,6.5,31.0,0.0,5.1,-39.8
0,85.25,29.75,36.3,17.1,31.0,1.2,6.9,-20.7
0,60.25,65.25,66.5,8.6,31.0,0.2,24.2,-26.5
0,112.25,34.25,49.7,10.1,27.92,1.4,0.7,-6.8
0,164.75,62.75,64.2,7.9,31.0,0.0,20.0,-24.5
0,55.75,47.25,64.5,9.2,31.0,0.4,12.2,-15.9
0,99.25,62.25,74.5,7.6,31.0,0.0,13.2,-37.5
0,79.25,41.25,46.3,12.3,31.0,0.6,1.6,-16.9
0,86.25,36.25,40.8,15.7,31.0,0.7,7.1,-28.1
0,35.25,61.25,93.0,6.4,31.0,0.0,62.7,-13.9
0,50.75,47.25,68.5,7.7,30.52,0.3,13.0,-11.2
0,26.75,26.25,22.9,15.6,5.23,2.7,0.8,5.1
0,55.75,27.25,45.3,11.6,0.0,2.5,43.3,10.1
0,109.25,50.75,32.7,11.1,31.0,0.1,1.7,-33.1
0,137.75,51.25,47.4,9.9,31.0,0.1,14.4,-26.7
0,53.25,54.75,67.1,6.9,31.0,0.1,36.0,-17.9
1,20.03414,39.98679,66.7,8.6,12.33,0.8,150.9,2.1
0,42.75,64.75,88.7,7.3,31.0,0.0,48.4,-18.4
1,43.1329,46.5348,79.6,5.8,28.48,0.2,17.4,-7.5
0,14.75,-24.25,45.0,11.2,0.0,4.9,0.0,15.6
0,21.75,-9.25,83.8,12.3,0.0,3.0,205.7,16.6
0,85.75,41.25,40.4,11.5,31.0,0.4,0.5,-15.5
1,19.940754,42.600134,78.7,5.8,27.59,0.9,65.2,-6.4
0,161.75,65.75,70.7,8.6,31.0,0.1,9.0,-32.8
0,87.75,39.75,34.2,14.0,31.0,0.5,0.0,-17.4
0,72.75,62.25,69.0,6.6,31.0,0.0,21.6,-24.7
0,116.25,40.25,21.9,10.2,31.0,1.1,0.0,-13.8
0,120.75,29.25,67.1,5.4,20.52,1.2,31.4,-1.0
0,139.25,58.25,51.7,6.7,31.0,0.1,10.7,-29.5
0,100.75,28.25,38.6,17.3,30.49,1.8,3.7,-11.1
0,148.75,62.75,74.3,7.9,31.0,0.0,15.2,-37.0
0,40.25,51.75,79.5,5.6,30.49,0.3,41.8,-11.1
0,79.75,58.75,63.5,7.6,31.0,0.0,11.6,-26.8
0,110.75,62.25,78.0,8.3,31.0,0.0,9.4,-34.7
1,19.524081,42.820475,78.7,5.8,27.59,0.9,65.2,-6.4
1,35.63843,32.75435,56.2,8.2,1.21,1.6,87.2,7.7
0,127.25,46.25,29.2,10.0,31.0,0.1,3.6,-26.6
0,87.25,26.25,32.6,13.4,0.0,1.9,6.4,9.9
0,109.25,22.25,82.3,4.4,1.78,1.4,12.4,7.2
1,13.39,-17.34,70.0,8.7,0.0,3.6,68.0,14.6
0,131.25,52.75,39.8,12.2,31.0,0.0,3.5,-34.8
0,86.75,73.75,70.1,7.1,31.0,0.0,32.0,-28.6
0,128.75,66.75,63.7,7.0,31.0,0.0,8.0,-47.4
0,42.25,41.25,60.7,9.9,30.73,0.5,60.2,-11.9
